ride_type,ride_category,status,tip,surge,duration,distance,pickup_address,dropoff_address,pickup_zip,dropoff_zip,earnings,ride_start,ride_end
UberX,TRIP,COMPLETED,3.0,3.0,225,0.7,"S Clark St, Chicago, IL 60605, US","N Franklin St, Chicago, IL 60606, US",60605,60606,9.58,2024-03-30 02:35:53,2024-03-30 02:39:38
UberX,TRIP,COMPLETED,3.13,0.0,888,6.8,"N Halsted St, Chicago, IL 60657, US","S Wabash Ave, Chicago, IL 60605, US",60657,60605,12.58,2024-03-30 02:18:03,2024-03-30 02:32:51
UberX,TRIP,COMPLETED,1.0,0.0,746,5.0,"N Wells St, Chicago, IL 60610, US","N Fremont St, Chicago, IL 60613-3911, US",60610,60613,8.47,2024-03-30 01:53:47,2024-03-30 02:06:13
UberX,TRIP,COMPLETED,0.0,0.0,755,2.6,"W Randolph St, Chicago, IL 60661-2115, US","N Dearborn St, Chicago, IL 60610-1505, US",60661,60610,6.65,2024-03-30 01:44:31,2024-03-30 01:57:06
UberX,TRIP,COMPLETED,0.0,0.0,657,3.7,"N Damen Ave, Chicago, IL 60622, US","N State St, Chicago, IL 60602, US",60622,60602,6.78,2024-03-30 01:35:47,2024-03-30 01:46:44
UberX,TRIP,COMPLETED,0.0,1.25,286,0.9,"N Damen Ave, Chicago, IL 60622, US","W Cortland St, Chicago, IL 60622, US",60622,60622,4.26,2024-03-30 01:26:21,2024-03-30 01:31:07
UberX,TRIP,COMPLETED,0.0,0.0,180,0.4,"W Cortland St, Chicago, IL 60622, US","N Wood St, Chicago, IL 60622-1326, US",60622,60622,3.01,2024-03-30 01:21:40,2024-03-30 01:24:40
UberX,TRIP,COMPLETED,3.0,0.0,243,0.9,"W Thomas St, Chicago, IL 60622, US","W North Ave, Chicago, IL 60622-2246, US",60622,60622,6.72,2024-03-30 01:06:57,2024-03-30 01:11:00
UberX,TRIP,COMPLETED,0.0,2.75,469,1.5,"N Elston Ave, Chicago, IL 60642, US","N Leavitt St, Chicago, IL 60622-1815, US",60642,60622,7.11,2024-03-30 00:59:27,2024-03-30 01:07:16
UberX,TRIP,COMPLETED,0.0,1.25,336,1.2,"N Clark St, Chicago, IL 60614-5815, US","W Concord Pl, Chicago, IL 60614-5522, US",60614,60614,4.27,2024-03-30 00:40:11,2024-03-30 00:45:47
UberX,TRIP,COMPLETED,1.0,5.75,186,0.8,"W Blackhawk St, Chicago, IL 60622-2212, US","W Augusta Blvd, Chicago, IL 60622-3209, US",60622,60622,10.86,2024-03-30 00:39:02,2024-03-30 00:42:08
UberX,TRIP,COMPLETED,3.0,0.0,801,2.8,"N Sheffield Ave, Chicago, IL 60613, US","N Clark St, Chicago, IL 60614, US",60613,60614,9.15,2024-03-30 00:26:53,2024-03-30 00:40:14
UberX,TRIP,COMPLETED,5.39,3.0,1417,10.1,"W Division St, Chicago, IL 60622, US","N Sheridan Rd, Chicago, IL 60660, US",60622,60660,21.89,2024-03-29 23:49:42,2024-03-30 00:13:19
UberX,TRIP,COMPLETED,0.0,0.0,1564,7.7,"N Campbell Ave, Chicago, IL 60645-4608, US","N Damen Ave, Chicago, IL 60622-4950, US",60645,60622,12.62,2024-03-29 23:24:35,2024-03-29 23:50:39
UberX,TRIP,COMPLETED,3.0,0.0,229,0.9,"W Lunt Ave, Chicago, IL 60626-2713, US","W Morse Ave, Chicago, IL 60645-4819, US",60626,60645,6.01,2024-03-29 23:17:44,2024-03-29 23:21:33
UberX,TRIP,COMPLETED,0.0,0.0,317,1.1,"Clyde Ave, Evanston, IL 60202, US","N Ashland Blvd, Chicago, IL 60626-3311, US",60202,60626,3.74,2024-03-29 23:09:32,2024-03-29 23:14:49
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"2540 W Fitch Ave, Chicago, IL 60645-3105, US","2540 W Fitch Ave, Chicago, IL 60645-3105, US",60645,60645,0.0,2024-03-29 23:08:38,2024-03-29 23:08:38
UberX,TRIP,COMPLETED,0.0,0.0,975,7.8,"W Shakespeare Ave, Chicago, IL 60647-4534, US","N Kirkwood Ave, Chicago, IL 60646-5024, US",60647,60646,8.77,2024-03-29 22:16:34,2024-03-29 22:32:49
UberX,TRIP,COMPLETED,0.0,0.0,335,1.6,"W Augusta Blvd, Chicago, IL 60622-4840, US","N Hoyne Ave, Chicago, IL 60647, US",60622,60647,4.01,2024-03-29 21:54:03,2024-03-29 21:59:38
UberX,TRIP,COMPLETED,0.0,0.0,511,2.8,"2833 W Armitage Ave, Chicago, IL 60647, US","W Walton St, Chicago, IL 60622-4960, US",60647,60622,5.75,2024-03-29 21:42:44,2024-03-29 21:51:15
UberX,TRIP,COMPLETED,0.0,3.75,1810,7.7,"N Clark St, Chicago, IL 60626-1619, US","N Milwaukee Ave, Chicago, IL 60647, US",60626,60647,16.84,2024-03-29 21:11:45,2024-03-29 21:41:55
UberX,TRIP,COMPLETED,0.0,0.0,1089,4.8,"W Addison St, Chicago, IL 60618, US","N Sheffield Ave, Chicago, IL 60657, US",60618,60657,11.12,2024-03-29 18:54:07,2024-03-29 19:12:16
UberX,TRIP,COMPLETED,6.39,0.0,2086,8.9,"W 19th St, Chicago, IL 60623-3501, US","N Hamlin Ave, Chicago, IL 60618-2106, US",60623,60618,23.57,2024-03-29 18:15:18,2024-03-29 18:50:04
UberX,TRIP,COMPLETED,0.0,0.0,669,3.7,"S Laflin St, Chicago, IL 60607-2425, US","S Christiana Ave, Chicago, IL 60623-2151, US",60607,60623,6.51,2024-03-29 17:56:36,2024-03-29 18:07:45
UberX,TRIP,COMPLETED,3.0,0.0,1154,4.7,"N Keystone Ave, Chicago, IL 60651-1928, US","W Randolph St, Chicago, IL 60607, US",60651,60607,11.97,2024-03-29 17:31:24,2024-03-29 17:50:38
UberX,TRIP,COMPLETED,10.0,0.0,1413,5.0,"W Diversey Pkwy, Chicago, IL 60614-1114, US","W North Ave, Chicago, IL 60639-4828, US",60614,60639,21.82,2024-03-29 17:06:07,2024-03-29 17:29:40
UberX,TRIP,COMPLETED,0.0,0.0,1412,4.0,"N State St, Chicago, IL 60610-3325, US","Hartland Ct, Chicago, IL 60614-9263, US",60610,60614,12.11,2024-03-29 16:05:50,2024-03-29 16:29:22
UberX,TRIP,COMPLETED,3.0,0.0,1281,4.6,"N Clark St, Chicago, IL 60613, US","E Chestnut St, Downtown, IL 60611, US",60613,60611,11.69,2024-03-29 15:42:26,2024-03-29 16:03:47
UberX,TRIP,COMPLETED,5.47,0.0,1649,7.0,"E Jackson Blvd, Chicago, IL 60604-2504, US","N Albany Ave, Chicago, IL 60618-5702, US",60604,60618,15.69,2024-03-28 21:48:47,2024-03-28 22:16:16
UberX,TRIP,COMPLETED,5.0,0.0,1148,8.0,"N Broadway St, Chicago, IL 60640, US","E Monroe St, Chicago, IL 60603-2700, US",60640,60603,14.49,2024-03-28 21:35:48,2024-03-28 21:54:56
UberX,TRIP,COMPLETED,3.0,0.0,1111,4.3,"N Kimball Ave, Chicago, IL 60659-4502, US","N Broadway, Chicago, IL 60640, US",60659,60640,11.49,2024-03-28 21:11:05,2024-03-28 21:29:36
UberX,TRIP,COMPLETED,0.0,0.0,580,1.9,"N Kimball Ave, Chicago, IL 60618, US","W Ainslie St, Chicago, IL 60625-5131, US",60618,60625,6.7,2024-03-28 20:52:33,2024-03-28 21:02:13
UberX,TRIP,COMPLETED,5.0,0.0,546,2.7,"N Kenneth Ave, Chicago, IL 60630-2621, US","N Kildare Ave, Chicago, IL 60641-1938, US",60630,60641,10.34,2024-03-28 20:39:24,2024-03-28 20:48:30
UberX,TRIP,COMPLETED,4.0,0.0,814,2.9,"N Kedzie Ave, Chicago, IL 60618-1301, US","N Pulaski Rd, Chicago, IL 60630, US",60618,60630,9.31,2024-03-28 20:21:20,2024-03-28 20:34:54
UberX,TRIP,COMPLETED,0.0,0.0,841,3.1,"N Harding Ave, Chicago, IL 60647-1024, US","W Montrose Ave, Chicago, IL 60618, US",60647,60618,8.93,2024-03-28 20:06:10,2024-03-28 20:20:11
UberX,TRIP,COMPLETED,0.0,0.0,321,0.9,"N Kilbourn Ave, Chicago, IL 60639-3401, US","W Diversey Ave, Chicago, IL 60639, US",60639,60639,3.92,2024-03-28 19:51:33,2024-03-28 19:56:54
UberX,TRIP,COMPLETED,0.0,0.0,321,1.0,"W Diversey Ave, Chicago, IL 60639, US","N Kildare Ave, Chicago, IL 60639-2010, US",60639,60639,4.95,2024-03-28 19:43:37,2024-03-28 19:48:58
UberX,TRIP,COMPLETED,3.0,0.0,1008,2.8,"W Foster Ave, Chicago, IL 60630-1635, US","W Henderson St, Chicago, IL 60641-4241, US",60630,60641,10.6,2024-03-28 19:18:54,2024-03-28 19:35:42
UberX,TRIP,COMPLETED,3.0,0.0,440,1.9,"Dempster St, Skokie, IL 60076, US","Kenneth Ave, Skokie, IL 60076-3215, US",60076,60076,7.18,2024-03-28 18:41:50,2024-03-28 18:49:10
UberX,TRIP,COMPLETED,0.0,0.0,489,2.9,"Davis St, Evanston, IL 60201, US","Grove St, Skokie, IL 60076-1843, US",60201,60076,5.53,2024-03-28 18:29:12,2024-03-28 18:37:21
Comfort,TRIP,COMPLETED,0.0,4.25,591,1.9,"2211 Campus Dr, Evanston, IL 60208, US","1500 Sherman Ave, Evanston, IL 60201, US",60208,60201,9.87,2024-03-28 18:09:36,2024-03-28 18:19:27
UberX,TRIP,COMPLETED,1.0,1.0,475,1.9,"Benson Ave, Evanston, IL 60201, US","Evanston, IL 60201, US",60201,60201,5.93,2024-03-28 18:05:50,2024-03-28 18:13:45
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"Sherman Ave, Evanston, IL 60201, US","Sherman Ave, Evanston, IL 60201, US",60201,60201,0.0,2024-03-28 18:01:21,2024-03-28 18:01:21
UberX,TRIP,COMPLETED,0.0,0.0,501,1.7,"Campus Dr, Evanston, IL 60208, US","1616 Sherman Ave, Evanston, IL 60201, US",60208,60201,4.5,2024-03-28 17:52:19,2024-03-28 18:00:40
UberX,TRIP,COMPLETED,0.0,0.0,1971,12.7,"600 W Chicago Ave Ste 775, Chicago, IL 60654, US","Sheridan Rd, Evanston, IL 60201-3815, US",60654,60201,16.49,2024-03-28 17:12:34,2024-03-28 17:45:25
Comfort,TRIP,COMPLETED,5.0,0.0,563,1.4,"N Carpenter St, Chicago, IL 60607, US","N Larrabee St, Chicago, IL 60610-2425, US",60607,60610,10.47,2024-03-28 17:07:06,2024-03-28 17:16:29
UberX,TRIP,COMPLETED,0.0,0.0,355,0.9,"W Madison St, Chicago, IL 60661-2508, US","W Monroe St, Chicago, IL 60607, US",60661,60607,3.26,2024-03-28 16:14:53,2024-03-28 16:20:48
UberX,TRIP,COMPLETED,0.0,0.0,928,2.2,"S Wacker Dr, Chicago, IL 60606-4007, US","W Madison St, Chicago, IL 60606, US",60606,60606,6.07,2024-03-28 15:55:26,2024-03-28 16:10:54
UberX,TRIP,COMPLETED,5.0,2.0,655,1.7,"S Paulina St, Chicago, IL 60612, US","W Madison St, Chicago, IL 60606, US",60612,60606,12.63,2024-03-28 15:39:56,2024-03-28 15:50:51
UberX,TRIP,COMPLETED,0.0,3.0,631,1.7,"N Franklin St, Chicago, IL 60606-1821, US","W Van Buren St, Chicago, IL 60607-2907, US",60606,60607,8.65,2024-03-28 15:20:57,2024-03-28 15:31:28
UberX,TRIP,COMPLETED,0.0,2.0,1206,3.9,"N Maplewood Ave, Chicago, IL 60622-1641, US","W Washington St, Chicago, IL 60602, US",60622,60602,11.83,2024-03-28 15:04:05,2024-03-28 15:24:11
UberX,TRIP,COMPLETED,0.0,0.0,1474,6.6,"S Michigan Ave, Chicago, IL 60605, US","N Clybourn Ave, Chicago, IL 60614-3052, US",60605,60614,11.54,2024-03-28 13:53:00,2024-03-28 14:17:34
Comfort,TRIP,COMPLETED,8.01,0.0,2611,14.3,"Orrington Ave, Evanston, IL 60201, US","S Michigan Ave, Chicago, IL 60605-2102, US",60201,60605,27.17,2024-03-28 13:06:52,2024-03-28 13:50:23
UberX,TRIP,COMPLETED,1.0,0.0,469,1.8,"N Marshfield Ave, Chicago, IL 60626-1107, US","Chicago Ave, Evanston, IL 60202-1337, US",60626,60202,5.75,2024-03-28 12:55:52,2024-03-28 13:03:41
UberX,TRIP,COMPLETED,3.0,1.0,928,4.1,"W Charleston St, Chicago, IL 60647-3208, US","W Melrose St, Chicago, IL 60657-0465, US",60647,60657,12.81,2024-03-27 22:50:40,2024-03-27 23:06:08
UberX,TRIP,COMPLETED,0.0,1.0,1107,3.9,"E Huron St, Chicago, IL 60611, US","W Armitage Ave, Chicago, IL 60622-1015, US",60611,60622,10.37,2024-03-27 22:30:53,2024-03-27 22:49:20
UberX,TRIP,COMPLETED,0.0,3.25,567,3.3,"S Columbus Dr, Chicago, IL 60603, US","N Dearborn Pkwy, Chicago, IL 60610-1402, US",60603,60610,9.27,2024-03-27 22:22:17,2024-03-27 22:31:44
UberX,TRIP,COMPLETED,0.0,0.0,582,4.4,"E Illinois St, Chicago, IL 60611-4304, US","S State St, Chicago, IL 60616-2019, US",60611,60616,6.66,2024-03-27 21:59:23,2024-03-27 22:09:05
UberX Share,CT,COMPLETED,3.0,0.0,1871,8.9,"W Argyle St, Chicago, IL 60625-2604, US","E Grand Ave, Chicago, IL 60611, US",60625,60611,17.71,2024-03-27 21:24:24,2024-03-27 21:55:35
UberX,TRIP,COMPLETED,0.0,0.0,688,3.3,"W Ainslie St, Chicago, IL 60640-3402, US","N Pulaski Rd, Chicago, IL 60630, US",60640,60630,7.82,2024-03-27 21:05:03,2024-03-27 21:16:31
UberX,TRIP,COMPLETED,0.0,0.0,791,3.5,"Chicago Ave, Evanston, IL 60201, US","N Ashland Ave, Chicago, IL 60626-4115, US",60201,60626,6.4,2024-03-27 20:39:45,2024-03-27 20:52:56
UberX,TRIP,COMPLETED,4.25,0.0,1879,8.2,"W Addison St, Chicago, IL 60613-3636, US","Chicago Ave, Evanston, IL 60202, US",60613,60202,19.3,2024-03-27 20:10:06,2024-03-27 20:41:25
UberX,TRIP,COMPLETED,3.0,1.25,525,1.4,"W Wrightwood Ave, Chicago, IL 60614-1721, US","W Fletcher St, Chicago, IL 60657-4445, US",60614,60657,8.09,2024-03-27 19:24:03,2024-03-27 19:32:48
Uber Pet,TRIP,COMPLETED,0.0,1.0,1155,3.2,"N Kingsbury St, Chicago, IL 60654-6997, US","N Hampden Ct, Chicago, IL 60614-1612, US",60654,60614,11.27,2024-03-27 18:58:12,2024-03-27 19:17:27
UberX,TRIP,COMPLETED,0.0,0.0,1196,6.2,"W Irving Park Rd, Chicago, IL 60618, US","N Green St, Chicago, IL 60607, US",60618,60607,10.42,2024-03-27 18:38:34,2024-03-27 18:58:30
UberX,TRIP,COMPLETED,0.0,0.0,1810,6.2,"N Sheridan Rd, Chicago, IL 60626-3027, US","N Mozart St, Chicago, IL 60618-2707, US",60626,60618,12.39,2024-03-27 18:02:17,2024-03-27 18:32:27
UberX,TRIP,COMPLETED,0.0,0.0,529,1.8,"N Clark St, Chicago, IL 60626-4956, US","Custer Ave, Evanston, IL 60202-3430, US",60626,60202,4.32,2024-03-27 17:48:44,2024-03-27 17:57:33
UberX,TRIP,COMPLETED,0.0,0.0,889,3.3,"N Sheridan Rd, Chicago, IL 60613-2010, US","W Devon Ave, Chicago, IL 60660-1312, US",60613,60660,7.83,2024-03-27 17:27:53,2024-03-27 17:42:42
UberX,TRIP,COMPLETED,3.0,0.0,998,3.3,"W Pratt Blvd, Chicago, IL 60626-4216, US","N Broadway, Chicago, IL 60640-5659, US",60626,60640,11.14,2024-03-27 16:49:32,2024-03-27 17:06:10
UberX,TRIP,COMPLETED,5.18,1.25,1023,8.4,"N Michigan Ave, Chicago, IL 60611, US","W Greenleaf Ave, Chicago, IL 60626-2916, US",60611,60626,16.6,2024-03-27 16:20:25,2024-03-27 16:37:28
UberX,TRIP,COMPLETED,1.0,0.0,864,2.1,"N Morgan St, Chicago, IL 60607, US","N Michigan Ave, Chicago, IL 60611-2606, US",60607,60611,8.25,2024-03-27 16:08:46,2024-03-27 16:23:10
Business Comfort,TRIP,COMPLETED,0.0,0.0,565,1.5,"N Michigan Ave, Chicago, IL 60602-4814, US","N Green St, Chicago, IL 60607-1314, US",60602,60607,6.25,2024-03-27 15:55:40,2024-03-27 16:05:05
Comfort,TRIP,COMPLETED,0.0,0.0,1973,11.9,"Forest Ave, Evanston, IL 60202-2504, US","5 S Wabash Ave Ste 208, Chicago, IL 60603, US",60202,60603,17.05,2024-03-27 15:18:06,2024-03-27 15:50:59
UberX,TRIP,COMPLETED,0.0,0.0,329,1.3,"N Western Ave, Chicago, IL 60645, US","Monroe St, Evanston, IL 60202-2612, US",60645,60202,3.98,2024-03-27 15:12:35,2024-03-27 15:18:04
UberX,TRIP,COMPLETED,0.0,0.0,166,0.6,"N Sacramento Ave, Chicago, IL 60645-4217, US","N California Ave, Chicago, IL 60645-3010, US",60645,60645,3.02,2024-03-27 15:04:10,2024-03-27 15:06:56
UberX,TRIP,COMPLETED,0.0,0.0,557,2.2,"Main St, Evanston, IL 60202-1543, US","W Coyle Ave, Chicago, IL 60645-2924, US",60202,60645,4.85,2024-03-27 14:51:35,2024-03-27 15:00:52
UberX,TRIP,COMPLETED,0.0,0.0,737,3.9,"N Bell Ave, Chicago, IL 60659-2902, US","Main St, Evanston, IL 60202, US",60659,60202,7.61,2024-03-27 14:33:40,2024-03-27 14:45:57
UberX,TRIP,COMPLETED,5.0,0.0,1480,6.4,"N Broadway, Chicago, IL 60657, US","W Grace St, Chicago, IL 60641-3506, US",60657,60641,16.24,2024-03-26 21:17:01,2024-03-26 21:41:41
UberX,TRIP,COMPLETED,0.0,0.0,483,1.5,"W Barry Ave, Chicago, IL 60657, US","W Grace St, Chicago, IL 60613-4101, US",60657,60613,3.79,2024-03-26 21:01:19,2024-03-26 21:09:22
UberX,TRIP,COMPLETED,0.0,0.0,996,4.8,"N Dearborn St, Chicago, IL 60654, US","W Barry Ave, Chicago, IL 60657-4504, US",60654,60657,7.31,2024-03-26 20:34:06,2024-03-26 20:50:42
UberX,TRIP,COMPLETED,3.0,1.0,380,1.2,"N Orleans St, Chicago, IL 60654, US","N Dearborn St, Chicago, IL 60654, US",60654,60654,7.02,2024-03-26 20:28:03,2024-03-26 20:34:23
UberX,TRIP,COMPLETED,0.0,0.0,516,1.9,"W Randolph St, Chicago, IL 60607, US","N Orleans St, Chicago, IL 60610, US",60607,60610,6.9,2024-03-26 20:09:56,2024-03-26 20:18:32
UberX,TRIP,COMPLETED,0.0,0.0,203,0.6,"N Racine Ave, Chicago, IL 60642-5840, US","W Randolph St, Chicago, IL 60607, US",60642,60607,4.04,2024-03-26 20:02:38,2024-03-26 20:06:01
Comfort,TRIP,COMPLETED,8.0,0.0,1606,11.3,"N 17th Ave, Melrose Park, IL 60160-3852, US","W Madison St, Chicago, IL 60612, US",60160,60612,25.02,2024-03-26 19:27:08,2024-03-26 19:53:54
UberX,TRIP,COMPLETED,0.0,0.0,726,3.5,"W Grand Ave, Chicago, IL 60707-2107, US","Thatcher Ave, River Forest, IL 60305-1624, US",60707,60305,5.78,2024-03-26 19:02:10,2024-03-26 19:14:16
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"N Oakley Ave, Chicago, IL 60618-6024, US","N Oakley Ave, Chicago, IL 60618-6024, US",60618,60618,0.0,2024-03-26 18:15:04,2024-03-26 18:15:04
UberX,TRIP,COMPLETED,0.0,0.0,2170,6.9,"W Belmont Ave, Chicago, IL 60618-6412, US","W Grand Ave, Chicago, IL 60707-2212, US",60618,60707,13.86,2024-03-26 18:14:53,2024-03-26 18:51:03
UberX,TRIP,COMPLETED,1.0,0.0,918,2.8,"W Foster Ave, Chicago, IL 60625-3510, US","W Addison St, Chicago, IL 60618-6026, US",60625,60618,6.96,2024-03-26 18:04:00,2024-03-26 18:19:18
UberX,TRIP,COMPLETED,0.0,0.0,551,1.9,"N Broadway St, Chicago, IL 60640, US","N Rockwell St, Chicago, IL 60625-3322, US",60640,60625,4.98,2024-03-26 17:49:36,2024-03-26 17:58:47
UberX,TRIP,COMPLETED,0.0,0.0,269,0.9,"N Clark, Chicago, IL 60660, US","W Foster Ave, Chicago, IL 60640, US",60660,60640,3.28,2024-03-26 17:40:59,2024-03-26 17:45:28
UberX Share,CT,COMPLETED,1.0,0.0,1576,7.9,"N Clark St, Chicago, IL 60614-4738, US","N Clark St, Chicago, IL 60660, US",60614,60660,16.61,2024-03-26 17:08:09,2024-03-26 17:34:25
Comfort,TRIP,COMPLETED,3.0,0.0,792,2.6,"N Kingsbury St, Chicago, IL 60654, US","W Webster Ave, Chicago, IL 60614-3965, US",60654,60614,11.23,2024-03-26 16:51:44,2024-03-26 17:04:56
UberX,TRIP,COMPLETED,0.0,0.0,409,1.4,"N Dayton St, Chicago, IL 60642-2604, US","W Huron St, Chicago, IL 60654-3412, US",60642,60654,3.34,2024-03-26 16:41:24,2024-03-26 16:48:13
Comfort,TRIP,COMPLETED,0.0,0.0,839,2.3,"S Halsted St, Chicago, IL 60661-3507, US","N Fremont St, Chicago, IL 60642-2527, US",60661,60642,9.43,2024-03-26 16:23:12,2024-03-26 16:37:11
UberX,TRIP,COMPLETED,5.0,0.0,851,2.4,"S Lake Shore Dr, Chicago, IL 60605, US","S Clinton St, Chicago, IL 60606, US",60605,60606,10.45,2024-03-26 16:06:24,2024-03-26 16:20:35
Comfort,TRIP,COMPLETED,3.0,0.0,1094,3.6,"N Columbus Dr, Chicago, IL 60611, US","S Lake Shore Dr, Chicago, IL 60605, US",60611,60605,11.21,2024-03-26 15:52:13,2024-03-26 16:10:27
UberX,TRIP,COMPLETED,1.0,0.0,433,1.5,"E Monroe St, Chicago, IL 60603, US","N Streeter Dr, Chicago, IL 60611, US",60603,60611,4.78,2024-03-26 15:38:27,2024-03-26 15:45:40
UberX,TRIP,COMPLETED,0.0,0.0,566,1.1,"N Michigan Ave, Chicago, IL 60611-2808, US","N State St, Chicago, IL 60603, US",60611,60603,4.25,2024-03-26 15:23:51,2024-03-26 15:33:17
UberX,TRIP,COMPLETED,0.0,0.0,777,4.2,"N Racine Ave, Chicago, IL 60657-4204, US","E Chicago Ave, Chicago, IL 60611-2633, US",60657,60611,7.35,2024-03-26 15:07:08,2024-03-26 15:20:05
UberX,TRIP,COMPLETED,3.0,0.0,755,3.0,"W Berwyn Ave, Chicago, IL 60640, US","W Belmont Ave, Chicago, IL 60657-9685, US",60640,60657,9.5,2024-03-26 14:48:22,2024-03-26 15:00:57
UberX,TRIP,COMPLETED,0.0,8.75,358,1.0,"W Roscoe St, Chicago, IL 60657-3519, US","W Byron St, Chicago, IL 60613-2910, US",60657,60613,13.72,2024-04-06 20:29:40,2024-04-06 20:35:38
UberX,TRIP,COMPLETED,3.0,1.25,1071,3.6,"N Damen Ave, Chicago, IL 60647-4503, US","N Elaine Pl, Chicago, IL 60657-2420, US",60647,60657,14.06,2024-04-06 19:55:20,2024-04-06 20:13:11
UberX,TRIP,COMPLETED,0.0,4.75,1488,4.1,"N Ashland Ave, Chicago, IL 60640-5902, US","N Damen Ave, Chicago, IL 60647-4565, US",60640,60647,14.77,2024-04-06 19:41:43,2024-04-06 20:06:31
UberX,TRIP,COMPLETED,3.0,1.25,981,3.0,"N Sheridan Rd, Chicago, IL 60660-4803, US","N Hermitage Ave, Chicago, IL 60613-1821, US",60660,60613,11.06,2024-04-06 19:20:23,2024-04-06 19:36:44
UberX,TRIP,COMPLETED,0.0,2.0,1654,5.0,"W Fullerton Ave, Chicago, IL 60647-2225, US","W Wilcox St, Chicago, IL 60612-2834, US",60647,60612,12.75,2024-04-06 16:42:33,2024-04-06 17:10:07
UberX,TRIP,COMPLETED,0.0,0.0,1293,6.6,"S Damen Ave, Chicago, IL 60612-3142, US","W Lyndale Ave, Chicago, IL 60639-3419, US",60612,60639,11.25,2024-04-06 16:08:49,2024-04-06 16:30:22
UberX,TRIP,COMPLETED,0.0,0.0,308,0.9,"N Damen Ave, Chicago, IL 60612, US","W Adams St, Chicago, IL 60612-3004, US",60612,60612,3.38,2024-04-06 15:59:47,2024-04-06 16:04:55
UberX,TRIP,COMPLETED,1.0,0.0,1010,3.6,"W Dickens Ave, Chicago, IL 60614-4040, US","W Madison St, Chicago, IL 60612, US",60614,60612,9.04,2024-04-06 15:41:54,2024-04-06 15:58:44
UberX,TRIP,COMPLETED,0.0,0.0,753,1.8,"N Halsted St, Chicago, IL 60657, US","W Webster Ave, Chicago, IL 60614, US",60657,60614,6.41,2024-04-06 15:21:36,2024-04-06 15:34:09
UberX,TRIP,COMPLETED,0.0,0.0,1198,4.1,"N Broadway St, Chicago, IL 60640, US","N Halsted St, Chicago, IL 60657-2413, US",60640,60657,8.81,2024-04-06 14:55:20,2024-04-06 15:15:18
UberX,TRIP,COMPLETED,0.0,2.0,1795,5.3,"W Cornelia Ave, Chicago, IL 60657-1428, US","110 W Huron St, Chicago, IL 60654, US",60657,60654,12.01,2024-04-05 17:25:44,2024-04-05 17:55:39
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"W Waveland Ave & N Lakewood Ave, Chicago, IL 60613-3725, US","W Waveland Ave & N Lakewood Ave, Chicago, IL 60613-3725, US",60613,60613,0.0,2024-04-05 17:16:53,2024-04-05 17:16:53
UberX,TRIP,COMPLETED,0.0,0.0,727,2.2,"N Ravenswood Ave, Chicago, IL 60640, US","N Clark St, Chicago, IL 60657, US",60640,60657,6.3,2024-04-05 17:07:47,2024-04-05 17:19:54
Uber Pet,TRIP,COMPLETED,5.79,1.25,1558,6.9,"W North Ave, Chicago, IL 60610, US","N Hermitage Ave, Chicago, IL 60640-2716, US",60610,60640,22.38,2024-04-05 16:28:59,2024-04-05 16:54:57
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"E Schiller St, Chicago, IL 60610-2109, US","E Schiller St, Chicago, IL 60610-2109, US",60610,60610,0.0,2024-04-05 16:12:34,2024-04-05 16:12:34
UberX,TRIP,COMPLETED,0.0,0.0,797,2.4,"N Clark St, Chicago, IL 60654, US","N State Pkwy, Chicago, IL 60610-8112, US",60654,60610,5.17,2024-04-05 15:55:10,2024-04-05 16:08:27
UberX,TRIP,COMPLETED,5.48,2.25,592,2.3,"W Chicago Ave, Chicago, IL 60642, US","N Clark St, Chicago, IL 60654, US",60642,60654,14.38,2024-04-05 15:39:47,2024-04-05 15:49:39
UberX,TRIP,COMPLETED,0.0,0.0,1406,7.1,"N Milwaukee Ave, Chicago, IL 60641, US","N Milwaukee Ave, Chicago, IL 60642, US",60641,60642,10.91,2024-04-05 15:15:44,2024-04-05 15:39:10
UberX,TRIP,COMPLETED,0.0,1.25,1408,5.9,"N Damen Ave, Chicago, IL 60645-5102, US","W Winona St, Chicago, IL 60630-2331, US",60645,60630,14.51,2024-04-05 14:36:56,2024-04-05 15:00:24
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"Oakton St, Skokie, IL 60077, US","Oakton St, Skokie, IL 60077, US",60077,60077,0.0,2024-04-05 14:07:01,2024-04-05 14:07:01
UberX,TRIP,COMPLETED,1.0,0.0,410,1.7,"W Touhy Ave, Niles, IL 60714, US","Kirk St, Skokie, IL 60077-3002, US",60714,60077,4.54,2024-04-05 14:00:59,2024-04-05 14:07:49
UberX,TRIP,COMPLETED,0.0,0.0,1072,6.4,"N Kedzie Ave, Chicago, IL 60625-5207, US","W Touhy Ave, Niles, IL 60714, US",60625,60714,9.77,2024-04-05 13:33:12,2024-04-05 13:51:04
UberX,TRIP,COMPLETED,0.0,0.0,264,1.1,"N Lincoln Ave, Chicago, IL 60625, US","N Kedzie Ave, Chicago, IL 60625-4712, US",60625,60625,4.19,2024-04-05 13:27:08,2024-04-05 13:31:32
